Keypoint_0,Keypoint_1,Keypoint_2,Keypoint_3,Keypoint_4,Keypoint_5,Keypoint_6,Keypoint_7,Keypoint_8,Keypoint_9,Keypoint_10,Keypoint_11,Keypoint_12,Keypoint_13,Keypoint_14,Keypoint_15,Keypoint_16,Keypoint_17,Keypoint_18,Keypoint_19,Keypoint_20
"[0.8193559646606445, 0.4775035083293915, -2.1543272055168927e-07]","[0.7559170126914978, 0.3494524657726288, -0.10122522711753845]","[0.5761456489562988, 0.28239965438842773, -0.12810468673706055]","[0.4086187481880188, 0.3128011226654053, -0.14232759177684784]","[0.2922819256782532, 0.36006906628608704, -0.14652305841445923]","[0.38877812027931213, 0.3572165071964264, -0.049920227378606796]","[0.2114059329032898, 0.3962235152721405, -0.11578657478094101]","[0.09593755006790161, 0.43517813086509705, -0.14694450795650482]","[0.007253587245941162, 0.472305029630661, -0.16470696032047272]","[0.4179390072822571, 0.4659443497657776, -0.03294752165675163]","[0.3161354959011078, 0.5127936005592346, -0.12731075286865234]","[0.46282821893692017, 0.4961259961128235, -0.13747741281986237]","[0.5260654091835022, 0.4548110365867615, -0.11688496917486191]","[0.46325093507766724, 0.5576061606407166, -0.032241757959127426]","[0.39737972617149353, 0.6129764318466187, -0.13800616562366486]","[0.5278039574623108, 0.5736280083656311, -0.11653049290180206]","[0.5653299689292908, 0.5209152698516846, -0.07248807698488235]","[0.5208770632743835, 0.6403318047523499, -0.040765680372714996]","[0.46314316987991333, 0.6889907121658325, -0.11319627612829208]","[0.5521993041038513, 0.6463550329208374, -0.09757520258426666]","[0.5884180665016174, 0.6005065441131592, -0.06710061430931091]"
"[0.778649628162384, 0.686545193195343, -2.774775680336461e-07]","[0.8012018203735352, 0.48247355222702026, -0.07052858173847198]","[0.6676156520843506, 0.2978254556655884, -0.07276011258363724]","[0.47013479471206665, 0.23781558871269226, -0.06660214066505432]","[0.33291465044021606, 0.234978586435318, -0.05130744352936745]","[0.4738932251930237, 0.2910786271095276, -0.012156308628618717]","[0.29070019721984863, 0.21834135055541992, -0.0741947740316391]","[0.1697055697441101, 0.19974227249622345, -0.11873798817396164]","[0.05166959762573242, 0.18663161993026733, -0.14909900724887848]","[0.4232598543167114, 0.40269821882247925, -0.010946078225970268]","[0.3090306520462036, 0.35178306698799133, -0.0750017911195755]","[0.45906466245651245, 0.41815173625946045, -0.09157764166593552]","[0.542654812335968, 0.43996334075927734, -0.09040160477161407]","[0.4030751585960388, 0.5152742862701416, -0.025007138028740883]","[0.2952939569950104, 0.4737168550491333, -0.11346996575593948]","[0.4571053683757782, 0.5277751684188843, -0.10030687600374222]","[0.5289271473884583, 0.5326142907142639, -0.07104729861021042]","[0.4034031331539154, 0.6383727788925171, -0.04591919481754303]","[0.30020052194595337, 0.5937919616699219, -0.11100839078426361]","[0.4201159179210663, 0.6161945462226868, -0.09449364244937897]","[0.4852515459060669, 0.6293556094169617, -0.06982387602329254]"
"[0.5869547724723816, 0.8259539008140564, -2.9360518283283454e-07]","[0.7223495244979858, 0.6869232058525085, -0.06377150118350983]","[0.7483265399932861, 0.47897255420684814, -0.07969020307064056]","[0.6711028814315796, 0.3146513104438782, -0.09599311649799347]","[0.5849447250366211, 0.21869471669197083, -0.10674375295639038]","[0.6216242909431458, 0.3330231308937073, -0.009435866959393024]","[0.529437243938446, 0.16422300040721893, -0.08434754610061646]","[0.4495280385017395, 0.07312935590744019, -0.1363147795200348]","[0.3754664361476898, -0.008861422538757324, -0.1694669872522354]","[0.5199631452560425, 0.38591158390045166, -0.01769840531051159]","[0.44059741497039795, 0.27807992696762085, -0.11573684960603714]","[0.48872512578964233, 0.4068766236305237, -0.15281212329864502]","[0.5480669736862183, 0.4783782958984375, -0.1561547964811325]","[0.43698573112487793, 0.4662420451641083, -0.03907529264688492]","[0.3570193946361542, 0.39732885360717773, -0.14460673928260803]","[0.4285588264465332, 0.5167206525802612, -0.14184722304344177]","[0.5001391172409058, 0.5632180571556091, -0.11335720121860504]","[0.3654114007949829, 0.5590396523475647, -0.06631139665842056]","[0.29710736870765686, 0.4917360246181488, -0.13589727878570557]","[0.35745975375175476, 0.5669040679931641, -0.1254047453403473]","[0.42135655879974365, 0.6071954369544983, -0.1015339270234108]"
"[0.7264450788497925, 0.6865891218185425, -3.911736143891176e-07]","[0.7690111398696899, 0.5802087783813477, -0.1035536453127861]","[0.6671701073646545, 0.3811575472354889, -0.12061553448438644]","[0.5070052742958069, 0.26273930072784424, -0.11948955059051514]","[0.386705219745636, 0.21484656631946564, -0.10155794024467468]","[0.5084284543991089, 0.3054628074169159, -0.05970228463411331]","[0.35507601499557495, 0.21894165873527527, -0.13719934225082397]","[0.25757256150245667, 0.1815037578344345, -0.1720992773771286]","[0.15295708179473877, 0.1318378746509552, -0.19350478053092957]","[0.45059704780578613, 0.3984796404838562, -0.0388779416680336]","[0.3796042799949646, 0.3790152370929718, -0.11437781900167465]","[0.520971417427063, 0.4807955324649811, -0.10110778361558914]","[0.5475559830665588, 0.4628669321537018, -0.07458986341953278]","[0.4171099066734314, 0.4886067807674408, -0.03837943822145462]","[0.35753023624420166, 0.47996512055397034, -0.13625119626522064]","[0.5049764513969421, 0.5549395680427551, -0.09839056432247162]","[0.5339433550834656, 0.5323248505592346, -0.0538957342505455]","[0.3992481827735901, 0.582756519317627, -0.04756760224699974]","[0.36620378494262695, 0.5847864151000977, -0.11804496496915817]","[0.47875261306762695, 0.627266526222229, -0.09791866689920425]","[0.5084011554718018, 0.6188995838165283, -0.07064855843782425]"
"[0.5935777425765991, 0.8493655920028687, -1.1985694925442658e-07]","[0.72786945104599, 0.7105271816253662, -0.12685231864452362]","[0.7375309467315674, 0.4955739974975586, -0.1632959246635437]","[0.6164276003837585, 0.3174287676811218, -0.18143576383590698]","[0.5168390274047852, 0.2071230113506317, -0.1788337528705597]","[0.6340066194534302, 0.3254678249359131, -0.04896405339241028]","[0.5284885168075562, 0.15410035848617554, -0.14771786332130432]","[0.4342600107192993, 0.08070564270019531, -0.2023937702178955]","[0.34293392300605774, 0.0009010136127471924, -0.2300809621810913]","[0.5176270604133606, 0.3802335858345032, -0.025034451857209206]","[0.4351380169391632, 0.28642863035202026, -0.1076093390583992]","[0.5083748698234558, 0.4478108584880829, -0.11354890465736389]","[0.5705714821815491, 0.472844660282135, -0.10102171450853348]","[0.4271482527256012, 0.44722577929496765, -0.027224069461226463]","[0.34932512044906616, 0.37009015679359436, -0.13585704565048218]","[0.43757739663124084, 0.5287666916847229, -0.10988261550664902]","[0.4983241558074951, 0.5377326011657715, -0.06838907301425934]","[0.3455584943294525, 0.5305119752883911, -0.04209132120013237]","[0.28456026315689087, 0.4608108401298523, -0.11624796688556671]","[0.3561144173145294, 0.5641469955444336, -0.09630296379327774]","[0.3979184329509735, 0.5908656716346741, -0.06633827090263367]"
"[0.682948112487793, 0.6960885524749756, -5.401625458034687e-07]","[0.782081127166748, 0.6032499670982361, -0.10288318246603012]","[0.7213823199272156, 0.41118311882019043, -0.1261465847492218]","[0.585361659526825, 0.2908291816711426, -0.13444140553474426]","[0.4696572721004486, 0.24457001686096191, -0.13411082327365875]","[0.5280569791793823, 0.31490203738212585, -0.0712357610464096]","[0.37842991948127747, 0.20275898277759552, -0.13964594900608063]","[0.2808229923248291, 0.1508796066045761, -0.16791018843650818]","[0.20078730583190918, 0.1111285537481308, -0.1849757879972458]","[0.4637491703033447, 0.40713465213775635, -0.054973091930150986]","[0.3700650930404663, 0.35424062609672546, -0.14825233817100525]","[0.48890411853790283, 0.4635413885116577, -0.1495683491230011]","[0.5615707635879517, 0.4885326623916626, -0.12484455853700638]","[0.4211685359477997, 0.5009257197380066, -0.05528482794761658]","[0.35543709993362427, 0.4849649965763092, -0.16495464742183685]","[0.4792374074459076, 0.5668076276779175, -0.1374998837709427]","[0.5387195348739624, 0.5659677982330322, -0.09130001813173294]","[0.39055532217025757, 0.5985920429229736, -0.06431004405021667]","[0.33192184567451477, 0.5862427353858948, -0.14644354581832886]","[0.43194082379341125, 0.6354329586029053, -0.1333691030740738]","[0.4835885167121887, 0.6364465355873108, -0.10612431168556213]"
"[0.7771146297454834, 0.7106974124908447, 3.194120097305131e-07]","[0.845504641532898, 0.6320028901100159, -0.12454236298799515]","[0.8350322246551514, 0.4907256066799164, -0.21105563640594482]","[0.7439950704574585, 0.39751461148262024, -0.285808265209198]","[0.6574034094810486, 0.30158716440200806, -0.35753294825553894]","[0.603893518447876, 0.3589753210544586, -0.17942485213279724]","[0.4292278587818146, 0.24351437389850616, -0.30834823846817017]","[0.30843493342399597, 0.1743004024028778, -0.37294691801071167]","[0.19365647435188293, 0.13937756419181824, -0.4135530889034271]","[0.5036633014678955, 0.4513469636440277, -0.17944659292697906]","[0.5116024017333984, 0.368523508310318, -0.3505660891532898]","[0.6878584027290344, 0.47378847002983093, -0.36907580494880676]","[0.758913516998291, 0.5382199883460999, -0.3437770903110504]","[0.4550066590309143, 0.5723912119865417, -0.19318635761737823]","[0.5150085091590881, 0.5485740900039673, -0.36474496126174927]","[0.6799436807632446, 0.6347446441650391, -0.3255574703216553]","[0.7339164018630981, 0.6686427593231201, -0.25975731015205383]","[0.43700671195983887, 0.7098925113677979, -0.2157653570175171]","[0.5131232738494873, 0.7151321172714233, -0.3412362039089203]","[0.6530364751815796, 0.7531306743621826, -0.3204244077205658]","[0.6956397891044617, 0.7537583708763123, -0.2778193950653076]"
"[0.8431645035743713, 0.5142630934715271, 3.319489110253926e-07]","[0.8538402915000916, 0.406251460313797, -0.12149960547685623]","[0.7640495300292969, 0.2899256646633148, -0.20233376324176788]","[0.6281388998031616, 0.25327497720718384, -0.27272650599479675]","[0.5015051364898682, 0.20752112567424774, -0.3378324508666992]","[0.49740034341812134, 0.3119608163833618, -0.17372551560401917]","[0.29582861065864563, 0.30411338806152344, -0.3125283420085907]","[0.16392551362514496, 0.3092597424983978, -0.3856193423271179]","[0.048055499792099, 0.3382282257080078, -0.42998525500297546]","[0.4651217460632324, 0.43961742520332336, -0.1767355501651764]","[0.41822463274002075, 0.36258992552757263, -0.3519032299518585]","[0.6178082823753357, 0.3511509299278259, -0.37646612524986267]","[0.7093037962913513, 0.3609200716018677, -0.3557644486427307]","[0.4912202060222626, 0.5614361763000488, -0.19395476579666138]","[0.5404614210128784, 0.49826186895370483, -0.3660382628440857]","[0.7254906892776489, 0.49273431301116943, -0.3241756558418274]","[0.7837841510772705, 0.502855122089386, -0.2555028200149536]","[0.550748348236084, 0.6812601089477539, -0.2210344821214676]","[0.6153131127357483, 0.6341565847396851, -0.3394125998020172]","[0.7414352297782898, 0.6088241338729858, -0.3141147494316101]","[0.7654379606246948, 0.6057848334312439, -0.26921576261520386]"
"[0.7057311534881592, 0.6793266534805298, -3.828036199138296e-08]","[0.7285065054893494, 0.5760368704795837, -0.1204380989074707]","[0.6459355354309082, 0.39155590534210205, -0.14569570124149323]","[0.49490392208099365, 0.30214834213256836, -0.14986972510814667]","[0.3754984736442566, 0.2630763649940491, -0.13659362494945526]","[0.5210058093070984, 0.29877838492393494, -0.05494619533419609]","[0.38591402769088745, 0.2292889654636383, -0.13254478573799133]","[0.296373188495636, 0.20719389617443085, -0.17031419277191162]","[0.19603651762008667, 0.1582024246454239, -0.19328443706035614]","[0.4582522511482239, 0.3831125795841217, -0.026324249804019928]","[0.35924232006073, 0.3771424889564514, -0.10654359310865402]","[0.4846312701702118, 0.474952757358551, -0.10689514130353928]","[0.5263711214065552, 0.45698755979537964, -0.0874335840344429]","[0.421811044216156, 0.47463876008987427, -0.019370421767234802]","[0.34162890911102295, 0.47903549671173096, -0.12489758431911469]","[0.4804808795452118, 0.5579671859741211, -0.09840377420186996]","[0.5264893770217896, 0.5300671458244324, -0.05607741326093674]","[0.4019855260848999, 0.5701101422309875, -0.02282961644232273]","[0.3473373055458069, 0.5695610046386719, -0.10269621014595032]","[0.4552936553955078, 0.6182752847671509, -0.08752375096082687]","[0.49824461340904236, 0.6070372462272644, -0.059136487543582916]"
"[0.5915319919586182, 0.8235052824020386, -2.965684871014673e-07]","[0.7011682987213135, 0.7286639213562012, -0.11215706914663315]","[0.7163323760032654, 0.5129634141921997, -0.13026319444179535]","[0.6198024749755859, 0.34438028931617737, -0.1281784623861313]","[0.5203486680984497, 0.2534104585647583, -0.10579309612512589]","[0.6164961457252502, 0.3292964696884155, -0.051155973225831985]","[0.5131730437278748, 0.17028608918190002, -0.1378839761018753]","[0.4349268674850464, 0.09396448731422424, -0.18628519773483276]","[0.3609815537929535, 0.0010659098625183105, -0.21266523003578186]","[0.5193197727203369, 0.3842960000038147, -0.022399460896849632]","[0.4445679485797882, 0.32824206352233887, -0.09523668140172958]","[0.5158951878547668, 0.48487842082977295, -0.09407865256071091]","[0.5709264278411865, 0.5000060796737671, -0.07810267060995102]","[0.4433378279209137, 0.4497661590576172, -0.01610565185546875]","[0.3762171268463135, 0.4191715717315674, -0.1131683737039566]","[0.4613820016384125, 0.5620642900466919, -0.0904458612203598]","[0.5200767517089844, 0.5638411641120911, -0.05452471971511841]","[0.3813364505767822, 0.5223748683929443, -0.02045876905322075]","[0.3358275890350342, 0.5006585121154785, -0.09166053682565689]","[0.4055898189544678, 0.5991120338439941, -0.0799461081624031]","[0.4496999979019165, 0.6160417795181274, -0.05667513236403465]"
"[0.8210530877113342, 0.30425187945365906, -4.831739488508902e-07]","[0.7477103471755981, 0.16165241599082947, -0.09668117016553879]","[0.5475466251373291, 0.07973876595497131, -0.13667117059230804]","[0.36832359433174133, 0.12819936871528625, -0.17288576066493988]","[0.23665402829647064, 0.1930151879787445, -0.20450609922409058]","[0.356815367937088, 0.17086970806121826, -0.04498108848929405]","[0.1652027666568756, 0.19529590010643005, -0.11105050891637802]","[0.06026938557624817, 0.2456299513578415, -0.12859953939914703]","[-0.035337984561920166, 0.2848413586616516, -0.1366400122642517]","[0.3704524636268616, 0.29649004340171814, -0.0359485000371933]","[0.2701154947280884, 0.32356375455856323, -0.13762441277503967]","[0.4557110071182251, 0.28882548213005066, -0.13018228113651276]","[0.5036041736602783, 0.2669254541397095, -0.09112131595611572]","[0.40360867977142334, 0.4085683226585388, -0.04403499886393547]","[0.334827184677124, 0.4249059855937958, -0.1668338179588318]","[0.5061221718788147, 0.3680902421474457, -0.12119553983211517]","[0.5473293662071228, 0.34196367859840393, -0.05435372516512871]","[0.4562406837940216, 0.5173531770706177, -0.059753891080617905]","[0.37302786111831665, 0.530811607837677, -0.13958556950092316]","[0.495552659034729, 0.46979498863220215, -0.10122130066156387]","[0.5451881885528564, 0.4324954152107239, -0.04963800683617592]"
"[0.7429425716400146, 0.6220092177391052, -6.547537623191602e-08]","[0.7433223128318787, 0.5205953121185303, -0.11700025200843811]","[0.6123030185699463, 0.3675035536289215, -0.13699927926063538]","[0.45025643706321716, 0.3031685948371887, -0.13525710999965668]","[0.32745397090911865, 0.2802274823188782, -0.11662376672029495]","[0.4751923680305481, 0.3006005585193634, -0.060325562953948975]","[0.3186691403388977, 0.2665799558162689, -0.13736893236637115]","[0.21819111704826355, 0.25862666964530945, -0.17429299652576447]","[0.10603660345077515, 0.2324846386909485, -0.19625525176525116]","[0.43911212682724, 0.40052279829978943, -0.030756875872612]","[0.3396204113960266, 0.414852499961853, -0.11053189635276794]","[0.485257089138031, 0.47504663467407227, -0.10470756888389587]","[0.5171525478363037, 0.45028620958328247, -0.07962357997894287]","[0.4247090518474579, 0.49812909960746765, -0.022270115092396736]","[0.3453204929828644, 0.516632616519928, -0.1308068037033081]","[0.49966686964035034, 0.5549581050872803, -0.10232619941234589]","[0.5330250859260559, 0.5220966339111328, -0.05711929500102997]","[0.4258491098880768, 0.593109667301178, -0.023294784128665924]","[0.3743310570716858, 0.6059471368789673, -0.10707009583711624]","[0.49374082684516907, 0.6228694915771484, -0.09189330041408539]","[0.5293182134628296, 0.6040074825286865, -0.06193370744585991]"
